Entry_Time,Type,Net_Pts,PnL_INR,Reason,Degree
2025-10-15 09:25:47.144,LONG,-21.399999999997817,-9629.999999999018,SL,2.92
2025-10-15 09:44:38.191,LONG,22.900000000001455,10305.000000000655,TIME,2.44
2025-10-15 10:20:18.827,SHORT,-21.0,-9450.0,SL,2.4
2025-10-15 10:27:48.947,SHORT,-26.0,-11700.0,SL,2.44
2025-10-15 10:59:45.636,SHORT,-13.099999999998545,-5894.999999999345,TIME,2.68
2025-10-15 11:38:14.787,SHORT,-1.0999999999985448,-494.99999999934516,TIME,2.32
2025-10-15 12:16:15.025,SHORT,-21.0,-9450.0,SL,2.2
2025-10-15 12:52:29.806,SHORT,-21.0,-9450.0,SL,2.08
2025-10-15 13:23:40.063,LONG,-23.200000000000728,-10440.000000000327,SL,2.72
2025-10-15 13:55:15.587,SHORT,13.099999999998545,5894.999999999345,TIME,2.56
2025-10-15 14:37:58.131,SHORT,21.599999999998545,9719.999999999345,TIME,2.12
2025-10-16 09:15:30.029,SHORT,-22.900000000001455,-10305.000000000655,SL,3.4
2025-10-16 09:29:10.756,LONG,-21.599999999998545,-9719.999999999345,SL,2.72
2025-10-16 09:45:28.060,SHORT,14.0,6300.0,TIME,2.28
2025-10-16 10:20:59.506,SHORT,-21.0,-9450.0,SL,2.2
2025-10-16 10:50:42.853,SHORT,-0.5,-225.0,TIME,2.28
2025-10-16 11:27:14.591,SHORT,-8.900000000001455,-4005.000000000655,TIME,2.2
2025-10-16 12:02:45.900,SHORT,-21.0,-9450.0,SL,2.08
2025-10-16 12:20:51.103,LONG,19.0,8550.0,TIME,2.56
2025-10-16 12:56:34.933,SHORT,-11.5,-5175.0,TIME,2.36
2025-10-16 13:32:35.168,SHORT,-21.0,-9450.0,SL,2.28
2025-10-16 13:52:51.910,SHORT,-21.0,-9450.0,SL,2.24
2025-10-16 14:13:54.720,SHORT,-22.799999999999272,-10259.999999999673,SL,2.64
2025-10-16 14:40:40.194,SHORT,36.099999999998545,16244.999999999345,TIME,2.72
2025-10-17 09:15:44.809,SHORT,-23.69999999999709,-10664.99999999869,SL,2.52
2025-10-17 09:31:28.901,LONG,-23.0,-10350.0,SL,2.96
2025-10-17 09:56:54.183,SHORT,-21.0,-9450.0,SL,2.48
2025-10-17 10:07:24.471,SHORT,-27.900000000001455,-12555.000000000655,SL,2.48
2025-10-17 10:16:13.809,SHORT,-21.0,-9450.0,SL,2.4
2025-10-17 10:37:31.894,SHORT,-21.0,-9450.0,SL,2.6
2025-10-17 10:57:54.593,LONG,60.900000000001455,27405.000000000655,TP,2.4
2025-10-17 11:33:39.970,SHORT,59.0,26550.0,TP,2.48
2025-10-17 11:57:56.795,LONG,30.19999999999709,13589.99999999869,TIME,2.2
2025-10-17 12:33:43.225,SHORT,62.20000000000073,27990.000000000327,TP,2.16
2025-10-17 12:57:06.313,LONG,-22.200000000000728,-9990.000000000327,SL,2.32
2025-10-17 13:10:24.552,LONG,-22.200000000000728,-9990.000000000327,SL,2.84
2025-10-17 13:40:55.301,LONG,-21.200000000000728,-9540.000000000327,SL,2.6
2025-10-17 13:57:15.820,LONG,59.29999999999927,26684.999999999673,TP,2.56
2025-10-17 14:26:16.932,SHORT,-21.0,-9450.0,SL,2.24
2025-10-17 14:42:21.539,SHORT,32.5,14625.0,TIME,2.32
2025-10-20 09:16:05.372,LONG,-21.5,-9675.0,SL,3.28
2025-10-20 09:30:15.158,LONG,-21.0,-9450.0,SL,2.72
2025-10-20 09:43:36.513,SHORT,-14.0,-6300.0,TIME,2.76
2025-10-20 10:22:58.729,SHORT,-21.599999999998545,-9719.999999999345,SL,2.12
2025-10-20 10:45:26.688,SHORT,-21.0,-9450.0,SL,2.44
2025-10-20 11:08:17.211,SHORT,23.299999999999272,10484.999999999673,TIME,2.48
2025-10-20 11:43:59.493,SHORT,-16.200000000000728,-7290.000000000327,TIME,2.28
2025-10-20 12:23:06.267,SHORT,-21.200000000000728,-9540.000000000327,SL,2.16
2025-10-20 12:47:23.494,SHORT,-21.0,-9450.0,SL,2.08
2025-10-20 13:07:27.839,SHORT,22.0,9900.0,TIME,2.24
2025-10-20 13:45:42.594,SHORT,-0.7999999999992724,-359.9999999996726,TIME,2.28
2025-10-20 14:21:30.076,SHORT,-6.0,-2700.0,TIME,2.36
2025-10-20 14:57:15.592,SHORT,-23.5,-10575.0,SL,2.64
2025-10-23 09:21:14.186,SHORT,-21.5,-9675.0,SL,2.92
2025-10-23 09:30:13.816,LONG,-22.799999999999272,-10259.999999999673,SL,3.24
2025-10-23 10:03:13.699,LONG,-1.5,-675.0,TIME,2.48
2025-10-23 10:38:51.456,SHORT,33.0,14850.0,TIME,2.36
2025-10-23 11:15:10.256,SHORT,-7.799999999999272,-3509.9999999996726,TIME,2.24
2025-10-23 11:50:44.337,SHORT,-8.5,-3825.0,TIME,2.4
2025-10-23 12:26:23.831,SHORT,15.099999999998545,6794.999999999345,TIME,2.24
2025-10-23 13:03:41.846,SHORT,32.400000000001455,14580.000000000655,TIME,2.16
2025-10-23 13:39:51.870,SHORT,44.0,19800.0,TIME,2.36
2025-10-23 14:15:25.386,SHORT,-22.299999999999272,-10034.999999999673,SL,2.72
2025-10-23 14:48:05.408,SHORT,62.599999999998545,28169.999999999345,TP,2.32
2025-10-23 15:09:49.705,SHORT,-22.099999999998545,-9944.999999999345,SL,2.8
2025-10-24 09:16:02.886,SHORT,-21.0,-9450.0,SL,3.0
2025-10-24 09:44:02.187,SHORT,37.5,16875.0,TIME,2.6
2025-10-24 10:19:50.943,SHORT,20.900000000001455,9405.000000000655,TIME,2.76
2025-10-24 10:55:59.698,SHORT,-1.5,-675.0,TIME,2.16
2025-10-24 11:32:00.003,SHORT,-23.200000000000728,-10440.000000000327,SL,2.4
2025-10-24 11:42:29.737,SHORT,-21.0,-9450.0,SL,2.36
2025-10-24 12:16:54.328,SHORT,-22.400000000001455,-10080.000000000655,SL,2.4
2025-10-24 12:31:21.043,SHORT,39.0,17550.0,TIME,2.48
2025-10-24 13:07:16.870,SHORT,59.0,26550.0,TP,2.6
2025-10-24 13:35:33.530,SHORT,18.0,8100.0,TIME,2.6
2025-10-24 14:11:33.060,SHORT,-21.0,-9450.0,SL,2.6
2025-10-24 14:34:11.618,SHORT,-21.400000000001455,-9630.000000000655,SL,2.48
2025-10-24 15:10:24.376,LONG,-22.0,-9900.0,SL,2.8
2025-10-27 09:15:55.337,SHORT,-23.0,-10350.0,SL,2.64
2025-10-27 09:26:15.197,SHORT,-21.099999999998545,-9494.999999999345,SL,2.6
2025-10-27 09:36:44.557,SHORT,-21.0,-9450.0,SL,2.52
2025-10-27 09:45:10.279,SHORT,-23.099999999998545,-10394.999999999345,SL,2.52
2025-10-27 10:12:56.834,SHORT,-21.200000000000728,-9540.000000000327,SL,2.36
2025-10-27 10:31:23.385,SHORT,-7.0,-3150.0,TIME,2.32
2025-10-27 11:07:26.357,SHORT,3.599999999998545,1619.9999999993452,TIME,2.48
2025-10-27 11:42:55.511,SHORT,-21.299999999999272,-9584.999999999673,SL,2.16
2025-10-27 12:03:01.611,SHORT,31.099999999998545,13994.999999999345,TIME,2.28
2025-10-27 12:38:43.597,LONG,-2.5,-1125.0,TIME,2.4
2025-10-27 13:14:46.164,SHORT,23.5,10575.0,TIME,2.24
2025-10-27 13:51:15.200,LONG,-22.0,-9900.0,SL,2.28
2025-10-27 14:18:25.070,SHORT,-21.0,-9450.0,SL,2.72
2025-10-27 14:36:14.276,SHORT,25.0,11250.0,TIME,2.24
2025-10-28 09:15:51.356,SHORT,-21.900000000001455,-9855.000000000655,SL,2.96
2025-10-28 09:38:57.889,SHORT,59.0,26550.0,TP,2.4
2025-10-28 09:58:44.464,SHORT,59.70000000000073,26865.000000000327,TP,2.8
2025-10-28 10:11:25.171,SHORT,32.5,14625.0,TIME,2.4
2025-10-28 10:47:27.154,LONG,-24.799999999999272,-11159.999999999673,SL,2.2
2025-10-28 10:59:21.232,SHORT,-21.5,-9675.0,SL,2.08
2025-10-28 11:31:13.503,SHORT,46.29999999999927,20834.999999999673,TIME,2.2
2025-10-28 12:07:44.060,SHORT,-21.0,-9450.0,SL,2.04
2025-10-28 12:22:04.235,SHORT,-21.799999999999272,-9809.999999999673,SL,2.32
2025-10-28 12:33:06.888,SHORT,-21.5,-9675.0,SL,2.52
2025-10-28 12:42:50.282,SHORT,-26.200000000000728,-11790.000000000327,SL,2.44
2025-10-28 12:52:45.819,SHORT,20.5,9225.0,TIME,2.28
2025-10-28 13:28:28.352,SHORT,59.900000000001455,26955.000000000655,TP,2.48
2025-10-28 13:52:22.398,SHORT,-24.0,-10800.0,SL,2.32
2025-10-28 14:06:23.592,LONG,-22.5,-10125.0,SL,2.36
2025-10-28 14:31:15.177,SHORT,-21.0,-9450.0,SL,2.28
2025-10-28 15:01:48.678,SHORT,-21.200000000000728,-9540.000000000327,SL,3.2
2025-10-31 10:30:06.767,SHORT,44.900000000001455,20205.000000000655,TIME,2.48
2025-10-31 11:05:57.748,SHORT,-20.099999999998545,-9044.999999999345,TIME,2.6
2025-10-31 11:42:20.900,SHORT,-21.0,-9450.0,SL,2.16
2025-10-31 12:06:44.754,SHORT,26.899999999997817,12104.999999999018,TIME,2.6
2025-10-31 12:42:45.777,SHORT,-3.099999999998545,-1394.9999999993452,TIME,2.4
2025-10-31 13:21:57.005,SHORT,38.099999999998545,17144.999999999345,TIME,2.12
2025-10-31 13:57:59.177,LONG,4.799999999999272,2159.9999999996726,TIME,2.24
2025-10-31 14:33:34.713,SHORT,29.0,13050.0,TIME,2.16
2025-11-04 09:15:35.898,SHORT,-21.0,-9450.0,SL,2.96
2025-11-04 09:24:00.315,LONG,-21.0,-9450.0,SL,2.32
2025-11-04 09:32:11.058,SHORT,-3.2999999999992724,-1484.9999999996726,TIME,2.44
2025-11-04 10:10:13.623,SHORT,-4.0,-1800.0,TIME,2.28
2025-11-04 10:45:52.906,SHORT,-21.700000000000728,-9765.000000000327,SL,2.52
2025-11-04 11:08:59.827,SHORT,29.900000000001455,13455.000000000655,TIME,2.36
2025-11-04 11:44:37.623,SHORT,-13.0,-5850.0,TIME,2.2
2025-11-04 12:20:08.686,SHORT,15.900000000001455,7155.000000000655,TIME,2.4
2025-11-04 12:56:31.426,SHORT,16.0,7200.0,TIME,2.24
2025-11-04 13:32:31.496,SHORT,12.900000000001455,5805.000000000655,TIME,2.36
2025-11-04 14:08:20.964,SHORT,13.5,6075.0,TIME,2.28
2025-11-04 14:44:48.338,SHORT,18.799999999999272,8459.999999999673,TIME,2.48
2025-11-06 09:15:46.689,SHORT,-21.099999999998545,-9494.999999999345,SL,3.24
2025-11-06 09:26:25.261,LONG,-21.0,-9450.0,SL,2.96
2025-11-06 09:38:47.655,SHORT,37.0,16650.0,TIME,2.36
2025-11-06 10:14:27.174,SHORT,37.5,16875.0,TIME,2.52
2025-11-06 10:51:33.049,LONG,-10.900000000001455,-4905.000000000655,TIME,2.4
2025-11-06 11:27:34.898,SHORT,-21.900000000001455,-9855.000000000655,SL,2.36
2025-11-06 11:56:52.276,LONG,-6.099999999998545,-2744.999999999345,TIME,2.32
2025-11-06 12:36:48.298,SHORT,-21.0,-9450.0,SL,2.04
2025-11-06 12:52:19.107,SHORT,-21.0,-9450.0,SL,2.6
2025-11-06 13:01:10.059,SHORT,17.0,7650.0,TIME,2.32
2025-11-06 13:41:39.302,SHORT,37.099999999998545,16694.999999999345,TIME,2.52
2025-11-06 14:19:06.670,SHORT,-5.0,-2250.0,TIME,2.08
2025-11-06 14:56:49.873,SHORT,21.599999999998545,9719.999999999345,TIME,2.2
2025-11-07 09:15:43.089,LONG,-21.0,-9450.0,SL,3.36
2025-11-07 09:21:51.205,LONG,-23.299999999999272,-10484.999999999673,SL,2.84
2025-11-07 09:28:47.787,LONG,-21.299999999999272,-9584.999999999673,SL,2.64
2025-11-07 09:38:59.034,SHORT,-21.5,-9675.0,SL,2.68
2025-11-07 09:50:19.064,LONG,-21.099999999998545,-9494.999999999345,SL,2.72
2025-11-07 09:58:25.495,SHORT,-21.0,-9450.0,SL,2.36
2025-11-07 10:30:27.789,LONG,-7.200000000000728,-3240.0000000003274,TIME,2.4
2025-11-07 11:11:49.727,SHORT,-21.5,-9675.0,SL,2.16
2025-11-07 11:19:04.058,SHORT,-22.799999999999272,-10259.999999999673,SL,2.48
2025-11-07 11:34:45.392,SHORT,11.900000000001455,5355.000000000655,TIME,2.44
2025-11-07 12:11:43.886,SHORT,-21.0,-9450.0,SL,2.32
2025-11-07 12:29:57.610,SHORT,-21.099999999998545,-9494.999999999345,SL,2.2
2025-11-07 12:45:27.933,LONG,10.099999999998545,4544.999999999345,TIME,2.16
2025-11-07 13:22:19.214,SHORT,-27.200000000000728,-12240.000000000327,SL,2.36
2025-11-07 13:31:52.516,SHORT,-21.0,-9450.0,SL,2.52
2025-11-07 13:51:18.441,SHORT,59.80000000000291,26910.00000000131,TP,2.68
2025-11-07 14:09:51.446,SHORT,-21.0,-9450.0,SL,2.52
2025-11-07 14:27:57.209,SHORT,40.79999999999927,18359.999999999673,TIME,2.44
2025-11-11 09:15:52.074,SHORT,59.0,26550.0,TP,3.16
2025-11-11 09:23:35.432,LONG,-21.100000000002183,-9495.000000000982,SL,2.52
2025-11-11 09:32:33.432,SHORT,-3.7000000000007276,-1665.0000000003274,TIME,2.6
2025-11-11 10:10:17.826,SHORT,59.79999999999927,26909.999999999673,TP,2.48
2025-11-11 10:38:34.371,LONG,31.0,13950.0,TIME,2.72
2025-11-11 11:18:56.391,SHORT,-21.0,-9450.0,SL,2.16
2025-11-11 11:47:36.159,LONG,59.30000000000291,26685.00000000131,TP,2.28
2025-11-11 12:15:34.958,SHORT,-21.0,-9450.0,SL,2.08
2025-11-11 12:28:44.232,SHORT,-21.700000000000728,-9765.000000000327,SL,2.28
2025-11-11 12:34:49.645,SHORT,15.0,6750.0,TIME,2.48
2025-11-11 13:14:54.737,SHORT,-21.0,-9450.0,SL,2.44
2025-11-11 13:23:48.761,SHORT,-28.299999999999272,-12734.999999999673,SL,2.2
2025-11-11 13:42:31.795,LONG,35.5,15975.0,TIME,2.48
2025-11-11 14:19:28.300,LONG,11.100000000002183,4995.000000000982,TIME,2.36
2025-11-11 14:59:55.054,SHORT,-21.599999999998545,-9719.999999999345,SL,2.44
2025-11-12 09:15:41.683,SHORT,-23.0,-10350.0,SL,3.2
2025-11-12 09:30:32.994,SHORT,-21.0,-9450.0,SL,2.72
2025-11-12 09:47:30.485,SHORT,-4.0,-1800.0,TIME,2.36
2025-11-12 10:23:49.047,SHORT,-23.799999999999272,-10709.999999999673,SL,2.16
2025-11-12 10:40:09.604,SHORT,-6.0,-2700.0,TIME,2.12
2025-11-12 11:15:45.874,SHORT,-21.0,-9450.0,SL,2.36
2025-11-12 11:41:23.825,SHORT,-11.0,-4950.0,TIME,2.32
2025-11-12 12:17:04.704,SHORT,-21.0,-9450.0,SL,2.04
2025-11-12 12:34:29.609,SHORT,-21.0,-9450.0,SL,2.08
2025-11-12 12:42:42.897,SHORT,2.5,1125.0,TIME,2.12
2025-11-12 13:18:39.633,SHORT,-12.0,-5400.0,TIME,2.32
2025-11-12 13:54:30.656,SHORT,38.0,17100.0,TIME,2.12
2025-11-12 14:30:22.381,SHORT,-6.200000000000728,-2790.0000000003274,TIME,2.44
2025-11-13 09:16:04.829,SHORT,-21.099999999998545,-9494.999999999345,SL,3.2
2025-11-13 09:27:06.026,LONG,-21.799999999999272,-9809.999999999673,SL,2.8
2025-11-13 09:42:45.611,SHORT,-21.0,-9450.0,SL,2.36
2025-11-13 09:51:15.803,SHORT,-21.0,-9450.0,SL,2.28
2025-11-13 10:14:35.603,SHORT,-24.0,-10800.0,SL,2.12
2025-11-13 10:38:14.774,SHORT,-21.0,-9450.0,SL,2.28
2025-11-13 10:55:17.553,SHORT,-22.599999999998545,-10169.999999999345,SL,2.44
2025-11-13 11:10:45.159,SHORT,3.1999999999970896,1439.9999999986903,TIME,2.24
2025-11-13 11:47:44.360,SHORT,-21.599999999998545,-9719.999999999345,SL,2.16
2025-11-13 12:14:11.431,SHORT,34.0,15300.0,TIME,2.56
2025-11-13 12:51:39.012,SHORT,-21.0,-9450.0,SL,2.0
2025-11-13 13:07:24.933,SHORT,-16.0,-7200.0,TIME,2.24
2025-11-13 13:42:53.233,SHORT,60.0,27000.0,TP,2.4
2025-11-13 14:04:18.698,SHORT,-1.5999999999985448,-719.9999999993452,TIME,3.16
2025-11-13 14:40:00.332,SHORT,28.0,12600.0,TIME,2.36
2025-11-17 09:15:30.624,SHORT,-22.299999999999272,-10034.999999999673,SL,3.24
2025-11-17 09:26:05.308,SHORT,-21.69999999999709,-9764.99999999869,SL,2.6
2025-11-17 09:32:38.405,SHORT,16.200000000000728,7290.000000000327,TIME,2.64
2025-11-17 10:08:05.765,SHORT,4.099999999998545,1844.9999999993452,TIME,2.32
2025-11-17 10:43:37.722,SHORT,-21.0,-9450.0,SL,2.28
2025-11-17 10:57:12.436,SHORT,19.0,8550.0,TIME,2.28
2025-11-17 11:33:07.734,SHORT,-21.0,-9450.0,SL,2.48
2025-11-17 11:56:58.231,SHORT,-3.5,-1575.0,TIME,2.08
2025-11-17 12:36:04.044,LONG,-10.900000000001455,-4905.000000000655,TIME,2.6
2025-11-17 13:15:33.299,SHORT,-21.0,-9450.0,SL,2.32
2025-11-17 13:42:41.565,SHORT,-21.0,-9450.0,SL,2.2
2025-11-17 14:10:23.098,SHORT,10.599999999998545,4769.999999999345,TIME,2.56
2025-11-17 14:46:03.699,SHORT,-21.099999999998545,-9494.999999999345,SL,2.28
2025-11-18 09:16:13.305,SHORT,-21.700000000000728,-9765.000000000327,SL,2.68
2025-11-18 09:22:49.166,SHORT,-24.0,-10800.0,SL,2.64
2025-11-18 09:31:46.716,LONG,-21.0,-9450.0,SL,2.4
2025-11-18 09:55:20.906,SHORT,-3.599999999998545,-1619.9999999993452,TIME,2.8
2025-11-18 10:31:19.081,SHORT,-21.0,-9450.0,SL,2.16
2025-11-18 10:54:31.453,LONG,26.900000000001455,12105.000000000655,TIME,2.2
2025-11-18 11:30:39.785,LONG,49.79999999999927,22409.999999999673,TIME,2.4
2025-11-18 12:06:21.503,SHORT,33.599999999998545,15119.999999999345,TIME,2.32
2025-11-18 12:42:14.294,SHORT,-23.099999999998545,-10394.999999999345,SL,2.28
2025-11-18 13:11:56.338,SHORT,-23.0,-10350.0,SL,2.04
2025-11-18 13:45:02.423,SHORT,-21.599999999998545,-9719.999999999345,SL,2.28
2025-11-18 14:11:04.176,LONG,-22.0,-9900.0,SL,2.6
2025-11-18 14:37:36.887,SHORT,40.79999999999927,18359.999999999673,TIME,2.32
2025-11-19 09:16:35.139,LONG,-21.700000000000728,-9765.000000000327,SL,2.68
2025-11-19 09:24:24.919,LONG,14.5,6525.0,TIME,2.84
2025-11-19 10:00:08.056,SHORT,-21.0,-9450.0,SL,2.44
2025-11-19 10:19:11.623,SHORT,29.599999999998545,13319.999999999345,TIME,2.48
2025-11-19 10:55:22.648,SHORT,23.099999999998545,10394.999999999345,TIME,2.04
2025-11-19 11:35:59.949,SHORT,-21.100000000002183,-9495.000000000982,SL,2.08
2025-11-19 11:47:48.399,SHORT,-21.0,-9450.0,SL,2.36
2025-11-19 12:07:42.746,SHORT,-22.900000000001455,-10305.000000000655,SL,2.36
2025-11-19 12:21:19.943,SHORT,-22.0,-9900.0,SL,2.24
2025-11-19 12:37:53.508,SHORT,-21.400000000001455,-9630.000000000655,SL,2.56
2025-11-19 13:11:11.016,SHORT,18.099999999998545,8144.999999999345,TIME,2.28
2025-11-19 13:46:46.016,SHORT,-21.0,-9450.0,SL,2.32
2025-11-19 14:18:27.505,SHORT,0.2000000000007276,90.00000000032742,TIME,2.88
2025-11-19 14:54:31.839,SHORT,13.900000000001455,6255.000000000655,TIME,2.36
2025-11-20 09:15:27.208,LONG,-21.5,-9675.0,SL,3.16
2025-11-20 09:21:51.275,SHORT,10.799999999999272,4859.999999999673,TIME,2.48
2025-11-20 10:01:32.946,SHORT,-21.299999999999272,-9584.999999999673,SL,2.0
2025-11-20 10:15:09.748,SHORT,-21.0,-9450.0,SL,2.52
2025-11-20 10:39:34.922,SHORT,-21.0,-9450.0,SL,2.24
2025-11-20 10:54:40.387,LONG,-21.099999999998545,-9494.999999999345,SL,2.28
2025-11-20 11:07:10.995,SHORT,-8.099999999998545,-3644.999999999345,TIME,2.2
2025-11-20 11:44:22.550,SHORT,4.0,1800.0,TIME,2.04
2025-11-20 12:23:41.313,LONG,13.700000000000728,6165.000000000327,TIME,2.0
2025-11-20 12:59:22.149,SHORT,-21.0,-9450.0,SL,2.16
2025-11-20 13:31:17.422,SHORT,-21.100000000002183,-9495.000000000982,SL,2.16
2025-11-20 13:45:31.705,SHORT,-21.5,-9675.0,SL,3.04
2025-11-20 14:00:16.373,SHORT,17.900000000001455,8055.000000000655,TIME,2.32
2025-11-20 14:36:53.708,SHORT,23.799999999999272,10709.999999999673,TIME,2.32
2025-11-21 09:15:34.012,SHORT,-21.0,-9450.0,SL,3.36
2025-11-21 09:21:08.569,SHORT,-24.700000000000728,-11115.000000000327,SL,2.48
2025-11-21 09:31:46.301,LONG,-21.0,-9450.0,SL,2.44
2025-11-21 09:43:46.065,SHORT,38.29999999999927,17234.999999999673,TIME,2.28
2025-11-21 10:19:15.139,SHORT,-12.299999999999272,-5534.999999999673,TIME,2.44
2025-11-21 10:55:55.396,LONG,20.400000000001455,9180.000000000655,TIME,2.32
2025-11-21 11:32:43.120,SHORT,-4.0,-1800.0,TIME,2.16
2025-11-21 12:08:39.933,SHORT,-21.30000000000291,-9585.00000000131,SL,2.28
2025-11-21 12:19:26.181,SHORT,-18.700000000000728,-8415.000000000327,TIME,2.68
2025-11-21 12:54:51.435,SHORT,61.79999999999927,27809.999999999673,TP,2.24
2025-11-21 13:23:58.482,SHORT,-21.400000000001455,-9630.000000000655,SL,2.32
2025-11-21 13:46:01.263,SHORT,-21.200000000000728,-9540.000000000327,SL,2.48
2025-11-21 14:00:12.290,SHORT,-21.900000000001455,-9855.000000000655,SL,2.52
2025-11-21 14:21:32.313,SHORT,49.69999999999709,22364.99999999869,TIME,2.6
2025-11-21 14:57:07.691,SHORT,13.299999999999272,5984.999999999673,TIME,2.28
2025-11-24 09:15:32.448,SHORT,40.599999999998545,18269.999999999345,TIME,3.28
2025-11-24 09:51:38.649,SHORT,-21.099999999998545,-9494.999999999345,SL,2.4
2025-11-24 10:20:49.409,SHORT,-21.400000000001455,-9630.000000000655,SL,2.24
2025-11-24 10:43:03.173,SHORT,34.79999999999927,15659.999999999673,TIME,2.16
2025-11-24 11:19:07.501,SHORT,-21.900000000001455,-9855.000000000655,SL,2.48
2025-11-24 11:32:19.768,LONG,-21.599999999998545,-9719.999999999345,SL,2.28
2025-11-24 11:54:31.567,LONG,-1.0999999999985448,-494.99999999934516,TIME,2.6
2025-11-24 12:30:32.785,LONG,-21.100000000002183,-9495.000000000982,SL,2.44
2025-11-24 12:36:55.793,SHORT,13.299999999999272,5984.999999999673,TIME,2.24
2025-11-24 13:12:39.596,SHORT,10.700000000000728,4815.000000000327,TIME,2.16
2025-11-24 13:48:29.368,SHORT,40.0,18000.0,TIME,2.28
2025-11-24 14:24:17.888,SHORT,-21.700000000000728,-9765.000000000327,SL,2.68
2025-11-24 14:53:09.204,SHORT,-21.0,-9450.0,SL,2.4
